id;tps;delta;u;uplust;pi
1628;11.0283649107436;0;6.5;11.5;0.168195219765668
1629;11.0283649107436;0;7;12;0.203732418278963
1630;11.0283649107436;0;7.5;12.5;0.208999426569047
1631;11.0283649107436;0;8;13;0.214058718364116
1632;11.0283649107436;0;8.5;13.5;0.303193760681537
1633;11.0283649107436;0;9;14;0.314183997777388
1634;11.0283649107436;0;9.5;14.5;0.41833723245948
1635;11.0283649107436;0;10;15;0.435920843443953
1636;11.0283649107436;0;10.5;15.5;0.522096328003126
1637;11.0283649107436;0;11;16;0.543925424955863
1638;10.9653926185522;0;0;5;0.0706253548756784
1639;10.9653926185522;0;0.5;5.5;0.0795306493208305
1640;10.9653926185522;0;1;6;0.0875473193175264
1641;10.9653926185522;0;1.5;6.5;0.1974329994796
1642;10.9653926185522;0;2;7;0.219028562186548
1643;10.9653926185522;0;2.5;7.5;0.133808949904102
1644;10.9653926185522;0;3;8;0.1798458738139
1645;10.9653926185522;0;3.5;8.5;0.193387862270951
1646;10.9653926185522;0;4;9;0.206974336976035
1647;10.9653926185522;0;4.5;9.5;0.1152674700899
1648;10.9653926185522;0;5;10;0.0896972522275877
1649;10.9653926185522;0;5.5;10.5;0.0904616230805975
1650;10.9653926185522;0;6;11;0.0994603613408231
1651;10.9653926185522;0;6.5;11.5;0.100526723855665
1652;10.9653926185522;0;7;12;0.149556440247071
1653;10.9653926185522;0;7.5;12.5;0.153934397794643
1654;10.9653926185522;0;8;13;0.158206687916842
1655;10.9653926185522;0;8.5;13.5;0.27765527740143
1656;10.9653926185522;0;9;14;0.291205594345348
1657;10.9653926185522;0;9.5;14.5;0.419888727646603
1658;10.9653926185522;0;10;15;0.443102360706522
1659;10.9653926185522;0;10.5;15.5;0.486544920009235
1660;11.006461504764;0;0;5;0.102383323798703
1661;11.006461504764;0;0.5;5.5;0.115401972813979
1662;11.006461504764;0;1;6;0.127166071521072
1663;11.006461504764;0;1.5;6.5;0.11098181594091
1664;11.006461504764;0;2;7;0.118714866304846
1665;11.006461504764;0;2.5;7.5;0.131657084764571
1666;11.006461504764;0;3;8;0.139590930680812
1667;11.006461504764;0;3.5;8.5;0.171158006151083
1668;11.006461504764;0;4;9;0.181705893043508
1669;11.006461504764;0;4.5;9.5;0.147766876321428
1670;11.006461504764;0;5;10;0.153810684309437
1671;11.006461504764;0;5.5;10.5;0.166620101940942
1672;11.006461504764;0;6;11;0.173202139801162
1673;11.006461504764;0;6.5;11.5;0.176381396397008
1674;11.006461504764;0;7;12;0.173458977756909
1675;11.006461504764;0;7.5;12.5;0.17905743631889
1676;11.006461504764;0;8;13;0.184549431242959
1677;11.006461504764;0;8.5;13.5;0.133552571430262
1678;11.006461504764;0;9;14;0.135192459435878
1679;11.006461504764;0;9.5;14.5;0.12550805446097
1680;11.006461504764;0;10;15;0.126388180436023
1681;11.006461504764;0;10.5;15.5;0.128544005229633
1682;11.006461504764;0;11;16;0.129359121469119
1683;10.9681305442996;0;0;5;0.0626461933096899
1684;10.9681305442996;0;0.5;5.5;0.070799030109578
1685;10.9681305442996;0;1;6;0.0751676648077189
1686;10.9681305442996;0;1.5;6.5;0.082002381893256
1687;10.9681305442996;0;2;7;0.088695993323377
1688;10.9681305442996;0;2.5;7.5;0.0993708225839393
1689;10.9681305442996;0;3;8;0.106593393829655
1690;10.9681305442996;0;3.5;8.5;0.0941872163081363
1691;10.9681305442996;0;4;9;0.0992061240049503
1692;10.9681305442996;0;4.5;9.5;0.0792051954331554
1693;10.9681305442996;0;5;10;0.0656500726731254
1694;10.9681305442996;0;5.5;10.5;0.0667225822358457
1695;10.9681305442996;0;6;11;0.14124331919203
1696;10.9681305442996;0;6.5;11.5;0.149070921121143
1697;10.9681305442996;0;7;12;0.157026814986537
1698;10.9681305442996;0;7.5;12.5;0.172607330181964
1699;10.9681305442996;0;8;13;0.181715621729625
1700;10.9681305442996;0;8.5;13.5;0.199889485767994
1701;10.9681305442996;0;9;14;0.21034467593197
1702;10.9681305442996;0;9.5;14.5;0.223570802784284
1703;10.9681305442996;0;10;15;0.22709161842762
1704;10.9681305442996;0;10.5;15.5;0.238117758944564
1705;10.9982477275216;0;0;5;0.0954835835954563
1706;10.9982477275216;0;0.5;5.5;0.107518910079518
1707;10.9982477275216;0;1;6;0.118351923302345
1708;10.9982477275216;0;1.5;6.5;0.0751376570495141
1709;10.9982477275216;0;2;7;0.0790068306293181
1710;10.9982477275216;0;2.5;7.5;0.0825968641718881
1711;10.9982477275216;0;3;8;0.101980524481943
1712;10.9982477275216;0;3.5;8.5;0.106904643644013
1713;10.9982477275216;0;4;9;0.111638021644822
1714;10.9982477275216;0;4.5;9.5;0.129645297827907
1715;10.9982477275216;0;5;10;0.237721131883861
1716;10.9982477275216;0;5.5;10.5;0.255774032649074
1717;10.9982477275216;0;6;11;0.214875180847947
1718;10.9982477275216;0;6.5;11.5;0.227599501391047
1719;10.9982477275216;0;7;12;0.240490031893039
1720;10.9982477275216;0;7.5;12.5;0.197275464014819
1721;10.9982477275216;0;8;13;0.205640984000567
1722;10.9982477275216;0;8.5;13.5;0.214004604879943
1723;10.9982477275216;0;9;14;0.222337117974229
1724;10.9982477275216;0;9.5;14.5;0.165904661239585
1725;10.9982477275216;0;10;15;0.127863708627589
1726;10.9982477275216;0;10.5;15.5;0.129348865093506
1727;8.26579783156281;1;0;5;0.0698903390675328
1728;8.26579783156281;1;0.5;5.5;0.0786396347363798
1729;8.26579783156281;1;1;6;0.0783687909948861
1730;8.26579783156281;1;1.5;6.5;0.0848452877819086
1731;8.26579783156281;1;2;7;0.118387378864398
1732;8.26579783156281;1;2.5;7.5;0.128383696722377
1733;8.26579783156281;1;3;8;0.138432823668482
1734;8.26579783156281;1;3.5;8.5;0.130146078379123
1735;8.26579783156281;1;4;9;0.138257749103857
1736;8.26579783156281;1;4.5;9.5;0.314163489329852
1737;8.26579783156281;1;5;10;0.34377423916039
1738;8.26579783156281;1;5.5;10.5;0.508024013400752
1739;8.26579783156281;1;6;11;0.553390631245354
1740;8.26579783156281;1;6.5;11.5;0.652581511535289
1741;8.26579783156281;1;7;12;0.700164143434721
1742;8.26579783156281;1;7.5;12.5;0.783641155453741
1743;8.26579783156281;1;8;13;0.825345030021663
1744;11.2775161537619;0;0;5;0.0492776715678017
1745;11.2775161537619;0;0.5;5.5;0.0554558159677757
1746;11.2775161537619;0;1;6;0.0610028227032676
1747;11.2775161537619;0;1.5;6.5;0.0825498626262421
1748;11.2775161537619;0;2;7;0.0899602768415727
1749;11.2775161537619;0;2.5;7.5;0.12111150085884
1750;11.2775161537619;0;3;8;0.132157015987422
1751;11.2775161537619;0;3.5;8.5;0.156519614710933
1752;11.2775161537619;0;4;9;0.170302680301242
1753;11.2775161537619;0;4.5;9.5;0.166669109830758
1754;11.2775161537619;0;5;10;0.179331959615587
1755;11.2775161537619;0;5.5;10.5;0.195046539384432
1756;11.2775161537619;0;6;11;0.209061105044945
1757;11.2775161537619;0;6.5;11.5;0.143702295030067
1758;11.2775161537619;0;7;12;0.150295968851915
1759;11.2775161537619;0;7.5;12.5;0.145867798617134
1760;11.2775161537619;0;8;13;0.151672986369203
1761;11.2775161537619;0;8.5;13.5;0.166172525460625
1762;11.2775161537619;0;9;14;0.172858965585714
1763;11.2775161537619;0;9.5;14.5;0.189808133516235
1764;11.2775161537619;0;10;15;0.197546439553163
1765;11.2775161537619;0;10.5;15.5;0.216178988991928
1766;11.2775161537619;0;11;16;0.225059150271779
1767;5.94951264921695;1;0;5;0.0286239550267361
1768;5.94951264921695;1;0.5;5.5;0.0320892180309866
1769;5.94951264921695;1;1;6;0.0351496086350267
1770;5.94951264921695;1;1.5;6.5;0.314423126355451
1771;5.94951264921695;1;2;7;0.363923743054591
1772;5.94951264921695;1;2.5;7.5;0.513818915261639
1773;5.94951264921695;1;3;8;0.580372958345004
1774;5.94951264921695;1;3.5;8.5;0.645273269286484
1775;5.94951264921695;1;4;9;0.70589429817522
1776;5.94951264921695;1;4.5;9.5;0.278989769134257
1777;5.94951264921695;1;5;10;0.300336869999526
1778;5.94951264921695;1;5.5;10.5;0.32183601458756
1779;0.00273792574745373;0;0;5;0.369544648029582
1780;11.1488336436316;0;0;5;0.160502637038962
1781;11.1488336436316;0;0.5;5.5;0.179791185819309
1782;11.1488336436316;0;1;6;0.196789716419404
1783;11.1488336436316;0;1.5;6.5;0.380505368499428
1784;11.1488336436316;0;2;7;0.414377264779172
1785;11.1488336436316;0;2.5;7.5;0.49146163435602
1786;11.1488336436316;0;3;8;0.527612869034566
1787;11.1488336436316;0;3.5;8.5;0.427280143412627
1788;11.1488336436316;0;4;9;0.450921555486141
1789;11.1488336436316;0;4.5;9.5;0.472962311225081
1790;11.1488336436316;0;5;10;0.559607445570279
1791;11.1488336436316;0;5.5;10.5;0.585894549932348
1792;11.1488336436316;0;6;11;0.561091195427268
1793;11.1488336436316;0;6.5;11.5;0.583632458753829
1794;11.1488336436316;0;7;12;0.604596724521973
1795;11.1488336436316;0;7.5;12.5;0.604219036829652
1796;11.1488336436316;0;8;13;0.623975124553878
1797;11.1488336436316;0;8.5;13.5;0.596928574435485
1798;11.1488336436316;0;9;14;0.614184683431714
1799;11.1488336436316;0;9.5;14.5;0.634163072747471
1800;11.1488336436316;0;10;15;0.650868896983026
1801;11.1488336436316;0;10.5;15.5;0.660762333282831
1802;11.1488336436316;0;11;16;0.676514461671923
1803;8.36983900996605;1;0;5;0.482575523780148
1804;8.36983900996605;1;0.5;5.5;0.527029723651235
1805;8.36983900996605;1;1;6;0.659142710906576
1806;8.36983900996605;1;1.5;6.5;0.693924038433638
1807;8.36983900996605;1;2;7;0.498098738260712
1808;8.36983900996605;1;2.5;7.5;0.512113268090002
1809;8.36983900996605;1;3;8;0.65286279494887
1810;8.36983900996605;1;3.5;8.5;0.670759934660559
1811;8.36983900996605;1;4;9;0.689394687315303
1812;8.36983900996605;1;4.5;9.5;0.704286776998125
1813;8.36983900996605;1;5;10;0.73360073889373
1814;8.36983900996605;1;5.5;10.5;0.746923806126385
1815;8.36983900996605;1;6;11;0.722378728806608
1816;8.36983900996605;1;6.5;11.5;0.732761405622268
1817;8.36983900996605;1;7;12;0.741004101768391
1818;8.36983900996605;1;7.5;12.5;0.79008076709494
1819;8.36983900996605;1;8;13;0.798672594963518
1820;10.7983791479575;0;0;5;0.0751955781741883
1821;10.7983791479575;0;0.5;5.5;0.084761821796497
1822;10.7983791479575;0;1;6;0.103712374122097
1823;10.7983791479575;0;1.5;6.5;0.113494395707671
1824;10.7983791479575;0;2;7;0.11314084858651
1825;10.7983791479575;0;2.5;7.5;0.121451206262378
1826;10.7983791479575;0;3;8;0.129636368279811
1827;10.7983791479575;0;3.5;8.5;0.13766762842732
1828;10.7983791479575;0;4;9;0.122449542361161
1829;10.7983791479575;0;4.5;9.5;0.128137290991706
1830;10.7983791479575;0;5;10;0.156102344197893
1831;10.7983791479575;0;5.5;10.5;0.164092312552588
1832;10.7983791479575;0;6;11;0.139202318090232
1833;10.7983791479575;0;6.5;11.5;0.146099111199748
1834;10.7983791479575;0;7;12;0.15139285897696
1835;10.7983791479575;0;7.5;12.5;0.15662859095575
1836;10.7983791479575;0;8;13;0.142883776944807
1837;10.7983791479575;0;8.5;13.5;0.146677767441668
1838;10.7983791479575;0;9;14;0.123016817142263
1839;10.7983791479575;0;9.5;14.5;0.124937830902235
1840;10.7983791479575;0;10;15;0.109967635366578
1841;10.7983791479575;0;10.5;15.5;0.110844208551053
1842;5.40466542547366;1;0;5;0.156336016668747
1843;5.40466542547366;1;0.5;5.5;0.175237904972063
1844;5.40466542547366;1;1;6;0.743983641172008
1845;5.40466542547366;1;1.5;6.5;0.800764794380216
1846;5.40466542547366;1;2;7;0.98687638025507
1847;5.40466542547366;1;2.5;7.5;0.994436919066514
1848;5.40466542547366;1;3;8;0.997602651418239
1849;5.40466542547366;1;3.5;8.5;0.999208509018734
1850;5.40466542547366;1;4;9;0.999681508107229
1851;5.40466542547366;1;4.5;9.5;0.993445942272395
1852;5.40466542547366;1;5;10;0.999298515208818
1853;10.9955098017742;0;0;5;0.0333036694447472
1854;10.9955098017742;0;0.5;5.5;0.037601542996224
1855;10.9955098017742;0;1;6;0.0415114003194701
1856;10.9955098017742;0;1.5;6.5;0.0421813162071442
1857;10.9955098017742;0;2;7;0.0510412096889629
1858;10.9955098017742;0;2.5;7.5;0.0551741722237061
1859;10.9955098017742;0;3;8;0.0593479804210828
1860;10.9955098017742;0;3.5;8.5;0.118149103103397
1861;10.9955098017742;0;4;9;0.130838928324986
1862;10.9955098017742;0;4.5;9.5;0.128014508547243
1863;10.9955098017742;0;5;10;0.140051800848402
1864;10.9955098017742;0;5.5;10.5;0.146506098863282
1865;10.9955098017742;0;6;11;0.152686966626829
1866;10.9955098017742;0;6.5;11.5;0.16535300937546
1867;10.9955098017742;0;7;12;0.178658283846523
1868;10.9955098017742;0;7.5;12.5;0.175485437080988
1869;10.9955098017742;0;8;13;0.188358354951934
1870;10.9955098017742;0;8.5;13.5;0.201810751196588
1871;10.9955098017742;0;9;14;0.160649280457208
1872;10.9955098017742;0;9.5;14.5;0.169679245883458
1873;10.9955098017742;0;10;15;0.105874149952594
1874;10.9955098017742;0;10.5;15.5;0.109242663102043
1875;10.9736063957945;0;0;5;0.0397810865742703
1876;10.9736063957945;0;0.5;5.5;0.0448332947321697
1877;10.9736063957945;0;1;6;0.0480571310469183
1878;10.9736063957945;0;1.5;6.5;0.0522813118059174
1879;10.9736063957945;0;2;7;0.0685952881316987
1880;10.9736063957945;0;2.5;7.5;0.0744878663119618
1881;10.9736063957945;0;3;8;0.0972068526935735
1882;10.9736063957945;0;3.5;8.5;0.105900186282961
1883;10.9736063957945;0;4;9;0.0984112521698489
1884;10.9736063957945;0;4.5;9.5;0.105586688938155
1885;10.9736063957945;0;5;10;0.11288928080609
1886;10.9736063957945;0;5.5;10.5;0.120582496852109
1887;10.9736063957945;0;6;11;0.119932676046159
1888;10.9736063957945;0;6.5;11.5;0.12720363112832
1889;10.9736063957945;0;7;12;0.1949677226145
1890;10.9736063957945;0;7.5;12.5;0.209710601153379
1891;10.9736063957945;0;8;13;0.292842589230484
1892;10.9736063957945;0;8.5;13.5;0.316707152986668
1893;10.9736063957945;0;9;14;0.320136829156155
1894;10.9736063957945;0;9.5;14.5;0.34410585812173
1895;10.9736063957945;0;10;15;0.340828692792399
1896;10.9736063957945;0;10.5;15.5;0.364189446145633
1897;10.4972073157376;1;0;5;0.0417020251053767
1898;10.4972073157376;1;0.5;5.5;0.0466752140075316
1899;10.4972073157376;1;1;6;0.0634057113445862
1900;10.4972073157376;1;1.5;6.5;0.069224528561462
1901;10.4972073157376;1;2;7;0.0749479942489253
1902;10.4972073157376;1;2.5;7.5;0.0806100596773676
1903;10.4972073157376;1;3;8;0.08621441937665
1904;10.4972073157376;1;3.5;8.5;0.0917451899733998
1905;10.4972073157376;1;4;9;0.479842172056193
1906;10.4972073157376;1;4.5;9.5;0.536013253125116
1907;10.4972073157376;1;5;10;0.591779951367126
1908;10.4972073157376;1;5.5;10.5;0.645429198639204
1909;10.4972073157376;1;6;11;0.742497799218086
1910;10.4972073157376;1;6.5;11.5;0.794304746740909
1911;10.4972073157376;1;7;12;0.839595292773157
1912;10.4972073157376;1;7.5;12.5;0.877538592790098
1913;10.4972073157376;1;8;13;0.907983291716117
1914;10.4972073157376;1;8.5;13.5;0.88202051358477
1915;10.4972073157376;1;9;14;0.91142479825667
1916;10.4972073157376;1;9.5;14.5;0.900819439471923
1917;10.4972073157376;1;10;15;0.926023474168511
1918;9.82367758186398;0;0;5;0.291454147974237
1919;9.82367758186398;0;0.5;5.5;0.323540474655896
1920;9.82367758186398;0;1;6;0.24668494206126
1921;9.82367758186398;0;1.5;6.5;0.306780627084428
1922;9.82367758186398;0;2;7;0.325429062415981
1923;9.82367758186398;0;2.5;7.5;0.34224118532447
1924;9.82367758186398;0;3;8;0.302231558179347
1925;9.82367758186398;0;3.5;8.5;0.311988648961218
1926;9.82367758186398;0;4;9;0.320147628393317
1927;9.82367758186398;0;4.5;9.5;0.239471168690751
1928;9.82367758186398;0;5;10;0.29979415414913
1929;9.82367758186398;0;5.5;10.5;0.305362535332646
1930;9.82367758186398;0;6;11;0.310106722257739
1931;9.82367758186398;0;6.5;11.5;0.209616133809314
1932;9.82367758186398;0;7;12;0.208138353921209
1933;9.82367758186398;0;7.5;12.5;0.127011862511579
1934;9.82367758186398;0;8;13;0.122736344531589
1935;9.82367758186398;0;8.5;13.5;0.118443735482291
1936;9.82367758186398;0;9;14;0.114154688531517
1937;9.82367758186398;0;9.5;14.5;0.109886950306269
1938;10.9653926185522;0;0;5;0.0404660418920022
1939;10.9653926185522;0;0.5;5.5;0.0457275467750731
1940;10.9653926185522;0;1;6;0.050529984274973
1941;10.9653926185522;0;1.5;6.5;0.0624418611502247
1942;10.9653926185522;0;2;7;0.101815180320641
1943;10.9653926185522;0;2.5;7.5;0.112980595883571
1944;10.9653926185522;0;3;8;0.10182520889577
1945;10.9653926185522;0;3.5;8.5;0.110627805547951
1946;10.9653926185522;0;4;9;0.0892904803758181
1947;10.9653926185522;0;4.5;9.5;0.0947338255894697
1948;10.9653926185522;0;5;10;0.100231158677222
1949;10.9653926185522;0;5.5;10.5;0.0806939340167796
1950;10.9653926185522;0;6;11;0.0838003798084834
1951;10.9653926185522;0;6.5;11.5;0.0924243348644167
1952;10.9653926185522;0;7;12;0.102586583666675
1953;10.9653926185522;0;7.5;12.5;0.106866211920713
1954;10.9653926185522;0;8;13;0.0707484518370936
1955;10.9653926185522;0;8.5;13.5;0.0719249025274804
1956;10.9653926185522;0;9;14;0.109918351849562
1957;10.9653926185522;0;9.5;14.5;0.113713549427637
1958;10.9653926185522;0;10;15;0.117528583701295
1959;10.9653926185522;0;10.5;15.5;0.0940789742576283
1960;10.9325375095827;0;0;5;0.102497378714125
1961;10.9325375095827;0;0.5;5.5;0.115313185400651
1962;10.9325375095827;0;1;6;0.113801487827811
1963;10.9325375095827;0;1.5;6.5;0.123185252241899
1964;10.9325375095827;0;2;7;0.132150578949245
1965;10.9325375095827;0;2.5;7.5;0.0913967950173793
1966;10.9325375095827;0;3;8;0.0783523527270613
1967;10.9325375095827;0;3.5;8.5;0.079781754281095
1968;10.9325375095827;0;4;9;0.0662543922440741
1969;10.9325375095827;0;4.5;9.5;0.066191692825303
1970;10.9325375095827;0;5;10;0.0665303665849186
1971;10.9325375095827;0;5.5;10.5;0.0662372303441733
1972;10.9325375095827;0;6;11;0.065155471377032
1973;10.9325375095827;0;6.5;11.5;0.06463415050152
1974;10.9325375095827;0;7;12;0.165032493865909
1975;10.9325375095827;0;7.5;12.5;0.171742456121317
1976;10.9325375095827;0;8;13;0.199344608346651
1977;10.9325375095827;0;8.5;13.5;0.208025337465666
1978;10.9325375095827;0;9;14;0.165122329995732
1979;10.9325375095827;0;9.5;14.5;0.170002772743321
1980;10.9325375095827;0;10;15;0.15297896765051
1981;10.9325375095827;0;10.5;15.5;0.156396562559687
1982;2.80363596539262;1;0;5;0.0362670462410588
1983;2.80363596539262;1;0.5;5.5;0.0408197541957794
1984;2.80363596539262;1;1;6;0.184243290067313
1985;2.80363596539262;1;1.5;6.5;0.444453889504782
1986;2.80363596539262;1;2;7;0.512275174202435
1987;2.80363596539262;1;2.5;7.5;0.580696348109278
1988;2.99802869346183;0;0;5;0.0784713110224353
1989;2.99802869346183;0;0.5;5.5;0.0880799101293034
1990;2.99802869346183;0;1;6;0.0966143399501465
1991;2.99802869346183;0;1.5;6.5;0.0922228610016737
1992;2.99802869346183;0;2;7;0.0774829230516473
1993;2.99802869346183;0;2.5;7.5;0.0811432944718014
1994;10.9215858065929;0;0;5;0.129547122442578
1995;10.9215858065929;0;0.5;5.5;0.145516603713634
1996;10.9215858065929;0;1;6;0.15974946726611
1997;10.9215858065929;0;1.5;6.5;0.143775654864579
1998;10.9215858065929;0;2;7;0.153514384340843
1999;10.9215858065929;0;2.5;7.5;0.146281228716078
2000;10.9215858065929;0;3;8;0.153508088354331
2001;10.9215858065929;0;3.5;8.5;0.137485723620702
2002;10.9215858065929;0;4;9;0.103421102243777
2003;10.9215858065929;0;4.5;9.5;0.104463887740016
2004;10.9215858065929;0;5;10;0.105219614958244
2005;10.9215858065929;0;5.5;10.5;0.0832417047680953
2006;10.9215858065929;0;6;11;0.118156760835184
2007;10.9215858065929;0;6.5;11.5;0.119347611797666
2008;10.9215858065929;0;7;12;0.108737075087257
2009;10.9215858065929;0;7.5;12.5;0.10897732918911
2010;10.9215858065929;0;8;13;0.0927618609556782
2011;10.9215858065929;0;8.5;13.5;0.092020459899278
2012;10.9215858065929;0;9;14;0.0911899422391603
2013;10.9215858065929;0;9.5;14.5;0.10676739440427
2014;10.9215858065929;0;10;15;0.108299167156278
2015;10.9215858065929;0;10.5;15.5;0.108062839801535
2016;11.0256269849962;0;0;5;0.00425963374835092
2017;11.0256269849962;0;0.5;5.5;0.00474913998584869
2018;11.0256269849962;0;1;6;0.00517039634606431
2019;11.0256269849962;0;1.5;6.5;0.00842252458231063
2020;11.0256269849962;0;2;7;0.0116355745864881
2021;11.0256269849962;0;2.5;7.5;0.0127899391549912
2022;11.0256269849962;0;3;8;0.0139972832522829
2023;11.0256269849962;0;3.5;8.5;0.0243904072015338
2024;11.0256269849962;0;4;9;0.0286806459587485
2025;11.0256269849962;0;4.5;9.5;0.0321429564623772
2026;11.0256269849962;0;5;10;0.03722163491382
2027;11.0256269849962;0;5.5;10.5;0.041629557452707
2028;11.0256269849962;0;6;11;0.0450237748777577
2029;11.0256269849962;0;6.5;11.5;0.0501015113965174
2030;11.0256269849962;0;7;12;0.0574609629431415
2031;11.0256269849962;0;7.5;12.5;0.0638592752554629
2032;11.0256269849962;0;8;13;0.0823839482361443
2033;11.0256269849962;0;8.5;13.5;0.0919328860462358
2034;11.0256269849962;0;9;14;0.0838873421787646
2035;11.0256269849962;0;9.5;14.5;0.0925932738520511
2036;11.0256269849962;0;10;15;0.082451130677501
2037;11.0256269849962;0;10.5;15.5;0.0900511062738952
2038;11.0256269849962;0;11;16;0.0982466434604998
2039;11.0119373562589;0;0;5;0.148115574686643
2040;11.0119373562589;0;0.5;5.5;0.165906789333709
2041;11.0119373562589;0;1;6;0.181579801178415
2042;11.0119373562589;0;1.5;6.5;0.196100250189117
2043;11.0119373562589;0;2;7;0.209599732781504
2044;11.0119373562589;0;2.5;7.5;0.222016026015957
2045;11.0119373562589;0;3;8;0.233198980802955
2046;11.0119373562589;0;3.5;8.5;0.694747769059386
2047;11.0119373562589;0;4;9;0.73789257989109
2048;11.0119373562589;0;4.5;9.5;0.775415422212286
2049;11.0119373562589;0;5;10;0.614281513912332
2050;11.0119373562589;0;5.5;10.5;0.645996235795209
2051;11.0119373562589;0;6;11;0.674983543350149
2052;11.0119373562589;0;6.5;11.5;0.700808748139914
2053;11.0119373562589;0;7;12;0.723144815531312
2054;11.0119373562589;0;7.5;12.5;0.741789031242122
2055;11.0119373562589;0;8;13;0.756666516404877
2056;11.0119373562589;0;8.5;13.5;0.439387184099882
2057;11.0119373562589;0;9;14;0.449023037773905
2058;11.0119373562589;0;9.5;14.5;0.457805843289145
2059;11.0119373562589;0;10;15;0.465666808983707
2060;11.0119373562589;0;10.5;15.5;0.47253664411397
2061;11.0119373562589;0;11;16;0.478366991873934
2062;10.9955098017742;0;0;5;0.0471178576100019
2063;10.9955098017742;0;0.5;5.5;0.0531266956821898
2064;10.9955098017742;0;1;6;0.0585637095560526
2065;10.9955098017742;0;1.5;6.5;0.0409321152256178
2066;10.9955098017742;0;2;7;0.043349187919396
2067;10.9955098017742;0;2.5;7.5;0.0439557963632458
2068;10.9955098017742;0;3;8;0.0778301656594745
2069;10.9955098017742;0;3.5;8.5;0.0839236944248026
2070;10.9955098017742;0;4;9;0.0863434963040393
2071;10.9955098017742;0;4.5;9.5;0.0923203851804585
2072;10.9955098017742;0;5;10;0.098437721808504
2073;10.9955098017742;0;5.5;10.5;0.111653548098392
2074;10.9955098017742;0;6;11;0.119012461131886
2075;10.9955098017742;0;6.5;11.5;0.128413423815377
2076;10.9955098017742;0;7;12;0.192348045586009
2077;10.9955098017742;0;7.5;12.5;0.207520975215141
2078;10.9955098017742;0;8;13;0.175031185543568
2079;10.9955098017742;0;8.5;13.5;0.186368647050807
2080;10.9955098017742;0;9;14;0.202944491931398
2081;10.9955098017742;0;9.5;14.5;0.215747461543389
2082;10.9955098017742;0;10;15;0.273208072961785
2083;10.9955098017742;0;10.5;15.5;0.291375800780783
2084;6.28627751615376;1;0;5;0.028850449777729
2085;6.28627751615376;1;0.5;5.5;0.0323684568203927
2086;6.28627751615376;1;1;6;0.0239937723335211
2087;6.28627751615376;1;1.5;6.5;0.0255111558721143
2088;6.28627751615376;1;2;7;0.0224003952200118
2089;6.28627751615376;1;2.5;7.5;0.0231921794460062
2090;6.28627751615376;1;3;8;0.023893657640094
2091;6.28627751615376;1;3.5;8.5;0.0347990252676843
2092;6.28627751615376;1;4;9;0.0235926526001924
2093;6.28627751615376;1;4.5;9.5;0.0239342081194551
2094;6.28627751615376;1;5;10;0.0242239120164597
2095;6.28627751615376;1;5.5;10.5;0.024889460348261
2096;6.28627751615376;1;6;11;0.0203194143179336
2097;9.51155404665425;0;0;5;0.116446745337779
2098;9.51155404665425;0;0.5;5.5;0.130839903736095
2099;9.51155404665425;0;1;6;0.11335494157099
2100;9.51155404665425;0;1.5;6.5;0.121909801650156
2101;9.51155404665425;0;2;7;0.116588607260672
2102;9.51155404665425;0;2.5;7.5;0.122773096052097
2103;9.51155404665425;0;3;8;0.100524587493033
2104;9.51155404665425;0;3.5;8.5;0.103278071108242
2105;9.51155404665425;0;4;9;0.08841775399263
2106;9.51155404665425;0;4.5;9.5;0.0892871692027256
2107;9.51155404665425;0;5;10;0.0703911359031745
2108;9.51155404665425;0;5.5;10.5;0.0697231011516916
2109;9.51155404665425;0;6;11;0.096352145391013
2110;9.51155404665425;0;6.5;11.5;0.0970580786959123
2111;9.51155404665425;0;7;12;0.112594747932876
2112;9.51155404665425;0;7.5;12.5;0.114036050556679
2113;9.51155404665425;0;8;13;0.150551284738948
2114;9.51155404665425;0;8.5;13.5;0.154182764506806
2115;9.51155404665425;0;9;14;0.195508876904447
2116;9.51155404665425;0;9.5;14.5;0.201797403183886
2117;11.0256269849962;0;0;5;0.448529769803437
2118;11.0256269849962;0;0.5;5.5;0.491212120659603
2119;11.0256269849962;0;1;6;0.525365890877668
2120;11.0256269849962;0;1.5;6.5;0.553162284632122
2121;11.0256269849962;0;2;7;0.254552891513326
2122;11.0256269849962;0;2.5;7.5;0.257150362463198
2123;11.0256269849962;0;3;8;0.272911875410043
2124;11.0256269849962;0;3.5;8.5;0.274367442051577
2125;11.0256269849962;0;4;9;0.274373489139053
2126;11.0256269849962;0;4.5;9.5;0.222365090266947
2127;11.0256269849962;0;5;10;0.218925620927278
2128;11.0256269849962;0;5.5;10.5;0.26531330413897
2129;11.0256269849962;0;6;11;0.263634166129141
2130;11.0256269849962;0;6.5;11.5;0.44632310829857
2131;11.0256269849962;0;7;12;0.454194924207475
2132;11.0256269849962;0;7.5;12.5;0.589888116835926
2133;11.0256269849962;0;8;13;0.603831367811753
2134;11.0256269849962;0;8.5;13.5;0.702312754128893
2135;11.0256269849962;0;9;14;0.794379795821542
2136;11.0256269849962;0;9.5;14.5;0.811940389425752
2137;11.0256269849962;0;10;15;0.827681816645962
2138;11.0256269849962;0;10.5;15.5;0.842755884105542
2139;11.0256269849962;0;11;16;0.856653264100185
2140;10.0947322308619;1;0;5;0.029986950915334
2141;10.0947322308619;1;0.5;5.5;0.033752175901816
2142;10.0947322308619;1;1;6;0.0371350121922254
